date,game_time,away_team,home_team,fav,spread,total,team,opp,home_away,position,player,status
2025-11-18,10:30 PM ET,UTA,LAL,LAL,12.0,237.0,LAL,UTA,H,PG,Luka Doncic,
2025-11-18,10:30 PM ET,UTA,LAL,LAL,12.0,237.0,UTA,LAL,A,SG,Svi Mykhailiuk,
2025-11-18,10:30 PM ET,UTA,LAL,LAL,12.0,237.0,LAL,UTA,H,SG,Austin Reaves,
2025-11-18,10:30 PM ET,UTA,LAL,LAL,12.0,237.0,UTA,LAL,A,SF,Ace Bailey,
2025-11-18,10:30 PM ET,UTA,LAL,LAL,12.0,237.0,LAL,UTA,H,SF,LeBron James,Q
2025-11-18,10:30 PM ET,UTA,LAL,LAL,12.0,237.0,UTA,LAL,A,PF,Lauri Markkanen,
2025-11-18,10:30 PM ET,UTA,LAL,LAL,12.0,237.0,LAL,UTA,H,PF,Rui Hachimura Off Inj,
2025-11-18,10:30 PM ET,UTA,LAL,LAL,12.0,237.0,UTA,LAL,A,C,Jusuf Nurkic,
2025-11-18,10:30 PM ET,UTA,LAL,LAL,12.0,237.0,LAL,UTA,H,C,Deandre Ayton,
2025-11-18,11:00 PM ET,PHO,POR,,,,PHO,POR,A,PG,Devin Booker,
2025-11-18,11:00 PM ET,PHO,POR,,,,POR,PHO,H,PG,Shaedon Sharpe,
2025-11-18,11:00 PM ET,PHO,POR,,,,PHO,POR,A,SG,Dillon Brooks,
2025-11-18,11:00 PM ET,PHO,POR,,,,POR,PHO,H,SG,Toumani Camara,
2025-11-18,11:00 PM ET,PHO,POR,,,,PHO,POR,A,SF,Royce O'Neale,
2025-11-18,11:00 PM ET,PHO,POR,,,,POR,PHO,H,SF,Jerami Grant,
2025-11-18,11:00 PM ET,PHO,POR,,,,PHO,POR,A,PF,Ryan Dunn,
2025-11-18,11:00 PM ET,PHO,POR,,,,POR,PHO,H,PF,Deni Avdija,
2025-11-18,11:00 PM ET,PHO,POR,,,,PHO,POR,A,C,Mark Williams,
2025-11-18,11:00 PM ET,PHO,POR,,,,POR,PHO,H,C,Donovan Clingan,
