date_local,time_local,away,home,network,spread,over_under,ml_home,ml_away,game_id
2025-11-13,7:00 PM,TOR,CLE,"FanDuel SN OH, TSN, NBA TV",CLE -7.5,O/U 240.5,-290,240,401810080
2025-11-13,9:00 PM,ATL,UTAH,"FanDuel SN SE, KJZZ-TV",ATL -2.5,O/U 233.5,115,-135,401810082
2025-11-13,9:00 PM,IND,PHX,"FanDuel SN IN, Arizona's Family 3TV",PHX -4.5,O/U 233.5,-185,155,401810081
