date,game_time,away_team,home_team,fav,spread,total,team,opp,home_away,position,player,status
2025-11-27,7:30 PM ET,WAS,IND,,,,WAS,IND,A,PG,C.J. McCollum,
2025-11-27,7:30 PM ET,WAS,IND,,,,IND,WAS,H,PG,Andrew Nembhard,
2025-11-27,7:30 PM ET,WAS,IND,,,,WAS,IND,A,SG,Bilal Coulibaly,
2025-11-27,7:30 PM ET,WAS,IND,,,,IND,WAS,H,SG,Bennedict Mathurin,
2025-11-27,7:30 PM ET,WAS,IND,,,,WAS,IND,A,SF,Khris Middleton,
2025-11-27,7:30 PM ET,WAS,IND,,,,IND,WAS,H,SF,Jarace Walker,
2025-11-27,7:30 PM ET,WAS,IND,,,,WAS,IND,A,PF,Kyshawn George,Q
2025-11-27,7:30 PM ET,WAS,IND,,,,IND,WAS,H,PF,Pascal Siakam,
2025-11-27,7:30 PM ET,WAS,IND,,,,WAS,IND,A,C,Alexandre Sarr,
2025-11-27,7:30 PM ET,WAS,IND,,,,IND,WAS,H,C,Isaiah Jackson,
2025-11-27,7:30 PM ET,CHI,CHA,,,,CHI,CHA,A,PG,Josh Giddey,
2025-11-27,7:30 PM ET,CHI,CHA,,,,CHA,CHI,H,PG,LaMelo Ball,Q
2025-11-27,7:30 PM ET,CHI,CHA,,,,CHI,CHA,A,SG,Coby White,
2025-11-27,7:30 PM ET,CHI,CHA,,,,CHA,CHI,H,SG,Kon Knueppel,
2025-11-27,7:30 PM ET,CHI,CHA,,,,CHI,CHA,A,SF,Ayo Dosunmu,
2025-11-27,7:30 PM ET,CHI,CHA,,,,CHA,CHI,H,SF,Brandon Miller,Q
2025-11-27,7:30 PM ET,CHI,CHA,,,,CHI,CHA,A,PF,Matas Buzelis,
2025-11-27,7:30 PM ET,CHI,CHA,,,,CHA,CHI,H,PF,Miles Bridges,
2025-11-27,7:30 PM ET,CHI,CHA,,,,CHI,CHA,A,C,Nikola Vucevic,Q
2025-11-27,7:30 PM ET,CHI,CHA,,,,CHA,CHI,H,C,Ryan Kalkbrenner,
