date_local,time_local,away,home,network,spread,over_under,ml_home,ml_away,game_id
2025-11-25,11:00 PM,LAC,LAL,"NBC, Spectrum Sports Net, FanDuel SN SoCal",LAL -5.5,O/U 227.5,-230,195,401809801
2025-11-25,7:00 PM,ATL,WSH,"MNMT, FanDuel SN SE",ATL -10.5,O/U 236.5,360,-500,401809799
2025-11-25,8:00 PM,ORL,PHI,NBC,ORL -1.5,O/U 227.5,110,-130,401809800
