date,game_time,away_team,home_team,fav,spread,total,team,opp,home_away,position,player,status
2025-11-19,9:30 PM ET,NYK,DAL,NYK,5.5,230.5,NYK,DAL,A,PF,Karl-Anthony Towns,
2025-11-19,9:30 PM ET,NYK,DAL,NYK,5.5,230.5,DAL,NYK,H,PF,PJ Washington,
2025-11-19,9:30 PM ET,NYK,DAL,NYK,5.5,230.5,NYK,DAL,A,C,Mitchell Robinson,
2025-11-19,9:30 PM ET,NYK,DAL,NYK,5.5,230.5,DAL,NYK,H,C,Daniel Gafford,P
2025-11-19,10:00 PM ET,CHI,POR,CHI,2.5,244.0,CHI,POR,A,PG,Josh Giddey,
2025-11-19,10:00 PM ET,CHI,POR,CHI,2.5,244.0,POR,CHI,H,PG,Shaedon Sharpe,
2025-11-19,10:00 PM ET,CHI,POR,CHI,2.5,244.0,CHI,POR,A,SG,Kevin Huerter,
2025-11-19,10:00 PM ET,CHI,POR,CHI,2.5,244.0,POR,CHI,H,SG,Toumani Camara,
2025-11-19,10:00 PM ET,CHI,POR,CHI,2.5,244.0,CHI,POR,A,SF,Isaac Okoro,
2025-11-19,10:00 PM ET,CHI,POR,CHI,2.5,244.0,POR,CHI,H,SF,Jerami Grant,Q
2025-11-19,10:00 PM ET,CHI,POR,CHI,2.5,244.0,CHI,POR,A,PF,Matas Buzelis,
2025-11-19,10:00 PM ET,CHI,POR,CHI,2.5,244.0,POR,CHI,H,PF,Deni Avdija,
2025-11-19,10:00 PM ET,CHI,POR,CHI,2.5,244.0,CHI,POR,A,C,Nikola Vucevic,
2025-11-19,10:00 PM ET,CHI,POR,CHI,2.5,244.0,POR,CHI,H,C,Donovan Clingan,
