date,game_time,away_team,home_team,fav,spread,total,team,opp,home_away,position,player,status
2025-11-24,7:00 PM ET,DET,IND,DET,10.0,235.5,DET,IND,A,PG,Cade Cunningham,
2025-11-24,7:00 PM ET,DET,IND,DET,10.0,235.5,IND,DET,H,PG,Andrew Nembhard,
2025-11-24,7:00 PM ET,DET,IND,DET,10.0,235.5,DET,IND,A,SG,Duncan Robinson,
2025-11-24,7:00 PM ET,DET,IND,DET,10.0,235.5,IND,DET,H,SG,Bennedict Mathurin,
2025-11-24,7:00 PM ET,DET,IND,DET,10.0,235.5,DET,IND,A,SF,Ausar Thompson,
2025-11-24,7:00 PM ET,DET,IND,DET,10.0,235.5,IND,DET,H,SF,Ben Sheppard,
2025-11-24,7:00 PM ET,DET,IND,DET,10.0,235.5,DET,IND,A,PF,Tobias Harris,
2025-11-24,7:00 PM ET,DET,IND,DET,10.0,235.5,IND,DET,H,PF,Pascal Siakam,
2025-11-24,7:00 PM ET,DET,IND,DET,10.0,235.5,DET,IND,A,C,Jalen Duren,
2025-11-24,7:00 PM ET,DET,IND,DET,10.0,235.5,IND,DET,H,C,Isaiah Jackson,
2025-11-24,7:00 PM ET,CLE,TOR,CLE,2.5,235.5,CLE,TOR,A,PG,Donovan Mitchell,
2025-11-24,7:00 PM ET,CLE,TOR,CLE,2.5,235.5,TOR,CLE,H,PG,Immanuel Quickley,
2025-11-24,7:00 PM ET,CLE,TOR,CLE,2.5,235.5,CLE,TOR,A,SG,Jaylon Tyson,
2025-11-24,7:00 PM ET,CLE,TOR,CLE,2.5,235.5,TOR,CLE,H,SG,Ja'Kobe Walter,
2025-11-24,7:00 PM ET,CLE,TOR,CLE,2.5,235.5,CLE,TOR,A,SF,De'Andre Hunter,
2025-11-24,7:00 PM ET,CLE,TOR,CLE,2.5,235.5,TOR,CLE,H,SF,Brandon Ingram,
2025-11-24,7:00 PM ET,CLE,TOR,CLE,2.5,235.5,CLE,TOR,A,PF,Evan Mobley,
2025-11-24,7:00 PM ET,CLE,TOR,CLE,2.5,235.5,TOR,CLE,H,PF,Scottie Barnes,
2025-11-24,7:00 PM ET,CLE,TOR,CLE,2.5,235.5,CLE,TOR,A,C,Jarrett Allen,Q
2025-11-24,7:00 PM ET,CLE,TOR,CLE,2.5,235.5,TOR,CLE,H,C,Jakob Poeltl,P
2025-11-24,7:30 PM ET,NYK,BKN,NYK,14.0,228.5,NYK,BKN,A,PG,Jalen Brunson,
2025-11-24,7:30 PM ET,NYK,BKN,NYK,14.0,228.5,BKN,NYK,H,PG,Egor Demin,
2025-11-24,7:30 PM ET,NYK,BKN,NYK,14.0,228.5,NYK,BKN,A,SG,Jordan Clarkson,
2025-11-24,7:30 PM ET,NYK,BKN,NYK,14.0,228.5,BKN,NYK,H,SG,Terance Mann,
2025-11-24,7:30 PM ET,NYK,BKN,NYK,14.0,228.5,NYK,BKN,A,SF,Mikal Bridges,
2025-11-24,7:30 PM ET,NYK,BKN,NYK,14.0,228.5,BKN,NYK,H,SF,Michael Porter Jr.,
2025-11-24,7:30 PM ET,NYK,BKN,NYK,14.0,228.5,NYK,BKN,A,PF,Karl-Anthony Towns,
2025-11-24,7:30 PM ET,NYK,BKN,NYK,14.0,228.5,BKN,NYK,H,PF,Noah Clowney,
2025-11-24,7:30 PM ET,NYK,BKN,NYK,14.0,228.5,NYK,BKN,A,C,Mitchell Robinson,Q
2025-11-24,7:30 PM ET,NYK,BKN,NYK,14.0,228.5,BKN,NYK,H,C,Nicolas Claxton,
2025-11-24,7:30 PM ET,DAL,MIA,MIA,8.5,240.0,DAL,MIA,A,PG,Brandon Williams,Q
2025-11-24,7:30 PM ET,DAL,MIA,MIA,8.5,240.0,MIA,DAL,H,PG,Tyler Herro,P
2025-11-24,7:30 PM ET,DAL,MIA,MIA,8.5,240.0,DAL,MIA,A,SG,Max Christie,
2025-11-24,7:30 PM ET,DAL,MIA,MIA,8.5,240.0,MIA,DAL,H,SG,Norman Powell,
2025-11-24,7:30 PM ET,DAL,MIA,MIA,8.5,240.0,DAL,MIA,A,SF,Cooper Flagg,IN
2025-11-24,7:30 PM ET,DAL,MIA,MIA,8.5,240.0,MIA,DAL,H,SF,Pelle Larsson,
2025-11-24,7:30 PM ET,DAL,MIA,MIA,8.5,240.0,DAL,MIA,A,PF,PJ Washington Off Inj,
2025-11-24,7:30 PM ET,DAL,MIA,MIA,8.5,240.0,MIA,DAL,H,PF,Andrew Wiggins,Q
2025-11-24,7:30 PM ET,DAL,MIA,MIA,8.5,240.0,DAL,MIA,A,C,Daniel Gafford,
2025-11-24,7:30 PM ET,DAL,MIA,MIA,8.5,240.0,MIA,DAL,H,C,Bam Adebayo,
2025-11-24,8:00 PM ET,POR,MIL,MIL,1.5,231.5,POR,MIL,A,PG,Deni Avdija,
2025-11-24,8:00 PM ET,POR,MIL,MIL,1.5,231.5,MIL,POR,H,PG,Ryan Rollins,
2025-11-24,8:00 PM ET,POR,MIL,MIL,1.5,231.5,POR,MIL,A,SG,Shaedon Sharpe,Q
2025-11-24,8:00 PM ET,POR,MIL,MIL,1.5,231.5,MIL,POR,H,SG,AJ Green,
2025-11-24,8:00 PM ET,POR,MIL,MIL,1.5,231.5,POR,MIL,A,SF,Toumani Camara,
2025-11-24,8:00 PM ET,POR,MIL,MIL,1.5,231.5,MIL,POR,H,SF,Kyle Kuzma,
2025-11-24,8:00 PM ET,POR,MIL,MIL,1.5,231.5,POR,MIL,A,PF,Jerami Grant,
2025-11-24,8:00 PM ET,POR,MIL,MIL,1.5,231.5,MIL,POR,H,PF,Bobby Portis,
2025-11-24,8:00 PM ET,POR,MIL,MIL,1.5,231.5,POR,MIL,A,C,Donovan Clingan,
2025-11-24,8:00 PM ET,POR,MIL,MIL,1.5,231.5,MIL,POR,H,C,Myles Turner,
2025-11-24,8:00 PM ET,DEN,MEM,DEN,8.0,233.0,DEN,MEM,A,PG,Jamal Murray,
2025-11-24,8:00 PM ET,DEN,MEM,DEN,8.0,233.0,MEM,DEN,H,PG,Vince Williams Jr.,
2025-11-24,8:00 PM ET,DEN,MEM,DEN,8.0,233.0,DEN,MEM,A,SG,Cam Johnson,
2025-11-24,8:00 PM ET,DEN,MEM,DEN,8.0,233.0,MEM,DEN,H,SG,Jaylen Wells,
2025-11-24,8:00 PM ET,DEN,MEM,DEN,8.0,233.0,DEN,MEM,A,SF,Peyton Watson,
2025-11-24,8:00 PM ET,DEN,MEM,DEN,8.0,233.0,MEM,DEN,H,SF,Cedric Coward,
2025-11-24,8:00 PM ET,DEN,MEM,DEN,8.0,233.0,DEN,MEM,A,PF,Spencer Jones,
