date_local,time_local,away,home,network,spread,over_under,ml_home,ml_away,game_id
2025-11-14,7:00 PM,BKN,ORL,"FanDuel SN FL, YES",ORL -14.5,O/U 225.5,-1000,600,401809782
2025-11-14,7:00 PM,MIA,NY,Prime Video,NY -5.5,O/U 235.5,-210,175,401809781
2025-11-14,7:30 PM,PHI,DET,"FanDuel SN DET, NBC Sports Phil",DET -5.5,O/U 232.5,-210,175,401809783
2025-11-14,8:00 PM,CHA,MIL,"FanDuel SN WI, FanDuel SN SE",MIL -10.5,O/U 240.5,-425,320,401809785
2025-11-14,8:00 PM,LAL,NO,"GCSEN, Spectrum Sports Net",LAL -10.5,O/U 228.5,360,-500,401809787
2025-11-14,8:00 PM,POR,HOU,"Space City Home Network, KUNP 16",HOU -8.5,O/U 235.5,-290,240,401809784
2025-11-14,8:00 PM,SAC,MIN,"FanDuel SN North, NBC Sports CA",MIN -12.5,O/U 240.5,-650,425,401809786
2025-11-14,8:30 PM,LAC,DAL,"KFAA-TV, FanDuel SN SoCal",LAC -3.5,O/U 219.5,135,-155,401809788
2025-11-14,9:30 PM,GS,SA,Prime Video,SA -2.5,O/U 234.5,-135,115,401809789
