date,game_time,away_team,home_team,fav,spread,total,team,opp,home_away,position,player,status
2025-11-25,7:00 PM ET,ATL,WAS,ATL,10.0,236.5,ATL,WAS,A,PG,Nickeil Alexander-Walker,
2025-11-25,7:00 PM ET,ATL,WAS,ATL,10.0,236.5,WAS,ATL,H,PG,C.J. McCollum,
2025-11-25,7:00 PM ET,ATL,WAS,ATL,10.0,236.5,ATL,WAS,A,SG,Dyson Daniels,
2025-11-25,7:00 PM ET,ATL,WAS,ATL,10.0,236.5,WAS,ATL,H,SG,Bilal Coulibaly,
2025-11-25,7:00 PM ET,ATL,WAS,ATL,10.0,236.5,ATL,WAS,A,SF,Zaccharie Risacher,
2025-11-25,7:00 PM ET,ATL,WAS,ATL,10.0,236.5,WAS,ATL,H,SF,Khris Middleton Off Inj,
2025-11-25,7:00 PM ET,ATL,WAS,ATL,10.0,236.5,ATL,WAS,A,PF,Jalen Johnson,
2025-11-25,7:00 PM ET,ATL,WAS,ATL,10.0,236.5,WAS,ATL,H,PF,Kyshawn George,Q
2025-11-25,7:00 PM ET,ATL,WAS,ATL,10.0,236.5,ATL,WAS,A,C,Kristaps Porzingis Off Inj,
2025-11-25,7:00 PM ET,ATL,WAS,ATL,10.0,236.5,WAS,ATL,H,C,Alexandre Sarr,
2025-11-25,8:00 PM ET,ORL,PHI,ORL,1.5,227.0,ORL,PHI,A,PG,Jalen Suggs Off Inj,
2025-11-25,8:00 PM ET,ORL,PHI,ORL,1.5,227.0,PHI,ORL,H,PG,Tyrese Maxey,P
2025-11-25,8:00 PM ET,ORL,PHI,ORL,1.5,227.0,ORL,PHI,A,SG,Desmond Bane,
2025-11-25,8:00 PM ET,ORL,PHI,ORL,1.5,227.0,PHI,ORL,H,SG,Quentin Grimes,
2025-11-25,8:00 PM ET,ORL,PHI,ORL,1.5,227.0,ORL,PHI,A,SF,Franz Wagner,IN
2025-11-25,8:00 PM ET,ORL,PHI,ORL,1.5,227.0,PHI,ORL,H,SF,Justin Edwards,
2025-11-25,8:00 PM ET,ORL,PHI,ORL,1.5,227.0,ORL,PHI,A,PF,Tristan da Silva,
2025-11-25,8:00 PM ET,ORL,PHI,ORL,1.5,227.0,PHI,ORL,H,PF,Paul George,P
2025-11-25,8:00 PM ET,ORL,PHI,ORL,1.5,227.0,ORL,PHI,A,C,Wendell Carter Jr. Off Inj,
2025-11-25,8:00 PM ET,ORL,PHI,ORL,1.5,227.0,PHI,ORL,H,C,Joel Embiid,Q
2025-11-25,11:00 PM ET,LAC,LAL,,,,LAC,LAL,A,PG,James Harden,
2025-11-25,11:00 PM ET,LAC,LAL,,,,LAL,LAC,H,PG,Luka Doncic,
2025-11-25,11:00 PM ET,LAC,LAL,,,,LAC,LAL,A,SG,Kris Dunn,
2025-11-25,11:00 PM ET,LAC,LAL,,,,LAL,LAC,H,SG,Austin Reaves,
2025-11-25,11:00 PM ET,LAC,LAL,,,,LAC,LAL,A,SF,Kawhi Leonard,
2025-11-25,11:00 PM ET,LAC,LAL,,,,LAL,LAC,H,SF,LeBron James,
2025-11-25,11:00 PM ET,LAC,LAL,,,,LAC,LAL,A,PF,John Collins,
2025-11-25,11:00 PM ET,LAC,LAL,,,,LAL,LAC,H,PF,Rui Hachimura,
2025-11-25,11:00 PM ET,LAC,LAL,,,,LAC,LAL,A,C,Ivica Zubac,
2025-11-25,11:00 PM ET,LAC,LAL,,,,LAL,LAC,H,C,Jaxson Hayes,
