rank,player,team,games,games_started,mpg,fg,fga,fg_pct,fg3,fg3a,fg3_pct,ft,fta,ft_pct,orb,drb,reb,ast,stl,blk,tov,pf,pts,game_score,pr,pa,pra
242,Gary Trent Jr.,MIL,5.0,2.0,29.5,3.0,8.2,0.366,2.4,6.6,0.364,1.4,1.6,0.875,0.2,1.0,1.2,1.4,0.6,0.2,1.0,1.4,9.8,5.8,11.0,11.2,12.4
243,Jaylin Williams,OKC,4.0,0.0,15.3,2.3,5.0,0.45,1.3,3.5,0.357,2.3,3.3,0.692,0.3,4.0,4.3,1.8,0.3,0.5,1.3,3.0,8.0,5.8,12.3,9.8,14.1
244,Bilal Coulibaly,WAS,3.0,3.0,32.5,3.0,8.0,0.375,1.0,4.0,0.25,2.0,3.0,0.667,0.0,4.0,4.0,2.7,2.0,1.0,2.7,4.0,9.0,5.7,13.0,11.7,15.7
245,Kentavious Caldwell-Pope,MEM,4.0,0.0,19.9,2.5,5.5,0.455,2.0,3.8,0.533,1.3,1.3,1.0,0.8,1.3,2.0,2.3,0.3,0.0,2.3,0.8,8.3,5.6,10.3,10.6,12.6
246,Pelle Larsson,MIA,5.0,2.0,22.7,2.4,8.0,0.3,1.0,3.6,0.278,1.2,2.0,0.6,0.6,2.2,2.8,4.2,0.8,0.6,1.0,1.6,7.0,5.6,9.8,11.2,14.0
247,Jaden McDaniels,MIN,4.0,4.0,31.5,3.8,9.3,0.405,1.3,3.3,0.385,0.5,0.5,1.0,1.5,4.0,5.5,2.8,1.0,0.3,2.3,4.5,9.3,5.6,14.8,12.1,17.6
248,Marcus Smart,LAL,2.0,0.0,18.8,2.5,5.5,0.455,1.5,3.5,0.429,0.0,0.0,,1.0,0.5,1.5,1.5,0.5,1.0,0.5,2.0,6.5,5.5,8.0,8.0,9.5
249,Bub Carrington,WAS,3.0,0.0,23.5,2.7,6.7,0.4,1.7,4.3,0.385,0.0,0.0,,0.7,2.3,3.0,4.7,0.0,0.0,2.0,1.0,7.0,5.4,10.0,11.7,14.7
250,Isaiah Collier,UTA,5.0,0.0,19.3,1.6,4.4,0.364,0.2,1.2,0.167,1.8,2.6,0.692,0.6,0.8,1.4,4.2,1.0,0.4,1.6,0.8,5.2,5.4,6.6,9.4,10.8
251,Tristan Da Silva,ORL,4.0,4.0,20.6,2.8,5.5,0.5,0.8,2.5,0.3,0.5,0.5,1.0,0.0,2.5,2.5,1.5,0.8,0.8,0.8,2.3,6.8,5.4,9.3,8.3,10.8
252,Jonathan Kuminga,GSW,1.0,0.0,18.8,4.0,8.0,0.5,2.0,5.0,0.4,0.0,0.0,,1.0,0.0,1.0,2.0,0.0,0.0,2.0,2.0,10.0,5.3,11.0,12.0,13.0
253,Dwight Powell,DAL,4.0,1.0,15.2,1.3,1.5,0.833,0.0,0.0,,0.8,1.3,0.6,0.8,1.8,2.5,2.0,1.5,0.3,0.3,2.8,3.3,5.3,5.8,5.3,7.8
254,Lonzo Ball,CLE,2.0,1.0,25.4,2.0,9.5,0.211,1.5,8.0,0.188,0.0,0.0,,0.5,5.5,6.0,5.5,1.0,0.5,1.5,0.5,5.5,5.2,11.5,11.0,17.0
255,Tyler Kolek,NYK,4.0,0.0,14.2,2.0,4.8,0.421,0.5,1.8,0.286,0.5,0.5,1.0,0.3,1.0,1.3,3.0,1.0,0.0,0.5,1.0,5.0,5.2,6.3,8.0,9.3
256,Jordan Miller,LAC,1.0,0.0,5.5,1.0,3.0,0.333,0.0,1.0,0.0,4.0,4.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,6.0,5.2,7.0,6.0,7.0
257,Terance Mann,BRK,4.0,4.0,24.2,2.5,6.5,0.385,0.5,2.3,0.222,1.3,1.5,0.833,1.5,1.8,3.3,3.5,0.8,0.0,2.0,2.0,6.8,5.1,10.1,10.3,13.6
258,KJ Simpson,CHO,1.0,0.0,11.9,2.0,4.0,0.5,1.0,1.0,1.0,0.0,0.0,,0.0,2.0,2.0,2.0,1.0,0.0,1.0,0.0,5.0,5.0,7.0,7.0,9.0
259,Dru Smith,MIA,5.0,0.0,16.7,2.4,6.0,0.4,0.8,2.8,0.286,0.4,0.6,0.667,0.8,2.2,3.0,1.8,1.2,0.6,1.2,1.6,6.0,4.9,9.0,7.8,10.8
260,Aaron Wiggins,OKC,1.0,0.0,20.0,2.0,4.0,0.5,1.0,3.0,0.333,0.0,0.0,,1.0,0.0,1.0,4.0,1.0,0.0,1.0,4.0,5.0,4.9,6.0,9.0,10.0
261,Kevin Huerter,CHI,3.0,3.0,20.8,3.3,8.3,0.4,1.3,4.7,0.286,0.7,0.7,1.0,0.0,1.7,1.7,1.7,0.3,0.0,0.7,1.7,8.7,4.8,10.4,10.4,12.1
262,Terrence Shannon Jr.,MIN,4.0,0.0,13.4,2.5,4.3,0.588,1.3,2.8,0.455,1.8,2.5,0.7,0.0,0.8,0.8,0.5,0.0,0.0,0.8,2.0,8.0,4.8,8.8,8.5,9.3
263,Brooks Barnhizer,OKC,1.0,0.0,8.2,2.0,3.0,0.667,1.0,1.0,1.0,0.0,0.0,,1.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,5.0,4.7,8.0,6.0,9.0
264,Mike Conley,MIN,4.0,0.0,18.0,1.5,3.5,0.429,1.0,2.5,0.4,0.0,0.0,,0.5,1.3,1.8,3.3,0.0,0.0,0.0,1.3,4.0,4.7,5.8,7.3,9.1
265,Sion James,CHO,5.0,2.0,27.3,1.6,5.0,0.32,0.8,3.6,0.222,1.4,1.4,1.0,1.0,3.0,4.0,1.8,0.4,0.6,1.0,1.4,5.4,4.7,9.4,7.2,11.2
266,Julian Phillips,CHI,3.0,0.0,12.5,2.3,3.3,0.7,0.7,1.7,0.4,0.3,0.7,0.5,1.0,0.7,1.7,0.3,0.3,0.3,0.3,2.0,5.7,4.7,7.4,6.0,7.7
267,Luguentz Dort,OKC,4.0,4.0,27.6,2.8,7.3,0.379,1.3,5.3,0.238,0.0,0.0,,0.8,2.5,3.3,0.8,1.5,0.8,0.5,3.8,6.8,4.6,10.1,7.6,10.9
268,Tyus Jones,ORL,4.0,0.0,19.4,1.0,3.5,0.286,0.8,2.5,0.3,0.5,0.5,1.0,0.0,0.8,0.8,4.5,0.8,0.0,0.3,1.3,3.3,4.6,4.1,7.8,8.6
269,Emanuel Miller,CHI,2.0,0.0,6.8,1.5,2.5,0.6,1.0,1.5,0.667,0.5,1.0,0.5,0.0,0.5,0.5,1.0,1.0,0.0,0.0,1.0,4.5,4.6,5.0,5.5,6.0
270,Dean Wade,CLE,4.0,1.0,21.8,1.8,4.8,0.368,1.0,3.8,0.267,1.0,1.3,0.8,1.0,2.0,3.0,1.8,1.0,0.0,0.5,3.0,5.5,4.6,8.5,7.3,10.3
271,Ziaire Williams,BRK,4.0,2.0,24.1,2.5,6.8,0.37,1.5,4.8,0.316,0.5,0.5,1.0,1.8,2.3,4.0,1.0,0.5,0.5,1.8,1.0,7.0,4.6,11.0,8.0,12.0
272,Dalton Knecht,LAL,3.0,0.0,11.4,2.0,3.7,0.545,1.3,2.7,0.5,0.3,0.7,0.5,0.0,1.7,1.7,1.0,0.0,0.3,0.0,1.7,5.7,4.5,7.4,6.7,8.4
273,Maxime Raynaud,SAC,4.0,0.0,16.8,2.5,6.0,0.417,0.3,1.0,0.25,2.0,2.8,0.727,1.3,2.3,3.5,0.8,0.3,0.5,0.5,3.5,7.3,4.5,10.8,8.1,11.6
274,Cedric Coward,MEM,4.0,4.0,30.0,3.5,9.3,0.378,0.5,3.5,0.143,1.0,1.5,0.667,0.5,5.3,5.8,2.3,0.3,0.3,2.0,2.3,8.5,4.3,14.3,10.8,16.6
275,Bruce Brown,DEN,4.0,0.0,23.6,2.3,7.8,0.29,0.3,1.8,0.143,1.0,1.3,0.8,1.0,2.3,3.3,3.8,0.3,0.3,0.8,1.5,5.8,4.2,9.1,9.6,12.9
276,JD Davison,HOU,3.0,0.0,11.0,1.3,1.3,1.0,0.3,0.3,1.0,0.0,0.0,,0.0,0.3,0.3,2.0,0.7,0.0,0.3,0.7,3.0,4.2,3.3,5.0,5.3
277,Simone Fontecchio,MIA,4.0,0.0,16.8,1.8,6.8,0.259,0.8,5.3,0.143,1.5,1.8,0.857,0.5,3.0,3.5,2.8,0.0,0.0,0.5,0.5,5.8,4.1,9.3,8.6,12.1
278,Orlando Robinson,ORL,2.0,1.0,9.9,1.5,2.5,0.6,0.5,1.0,0.5,0.0,0.0,,1.0,0.5,1.5,1.0,0.5,0.0,0.0,1.0,3.5,4.0,5.0,4.5,6.0
279,Alex Caruso,OKC,3.0,0.0,20.1,1.7,3.7,0.455,0.7,1.7,0.4,0.7,0.7,1.0,0.7,3.0,3.7,2.0,1.0,0.3,1.7,3.0,4.7,3.9,8.4,6.7,10.4
280,Walter Clayton,UTA,4.0,0.0,16.2,1.5,5.0,0.3,0.3,2.5,0.1,0.8,0.8,1.0,0.0,2.3,2.3,4.0,0.8,0.3,1.0,1.5,4.0,3.9,6.3,8.0,10.3
281,Keaton Wallace,ATL,5.0,0.0,13.7,1.2,2.8,0.429,0.8,2.0,0.4,0.4,0.4,1.0,0.0,1.2,1.2,2.6,0.6,0.2,0.6,1.4,3.6,3.9,4.8,6.2,7.4
282,Collin Murray-Boyles,TOR,5.0,1.0,14.3,1.4,2.2,0.636,0.0,0.6,0.0,0.8,1.8,0.444,1.8,1.4,3.2,1.2,0.6,0.0,1.0,1.4,3.6,3.8,6.8,4.8,8.0
283,Cole Anthony,MIL,5.0,0.0,9.1,2.4,4.8,0.5,0.0,1.2,0.0,0.6,1.0,0.6,0.4,0.8,1.2,1.6,0.8,0.2,1.2,1.4,5.4,3.7,6.6,7.0,8.2
284,Chris Boucher,BOS,1.0,0.0,14.4,0.0,0.0,,0.0,0.0,,1.0,2.0,0.5,0.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,3.6,2.0,2.0,3.0
285,Keshad Johnson,MIA,2.0,0.0,18.6,2.5,4.5,0.556,0.5,1.5,0.333,0.0,0.5,0.0,1.5,0.5,2.0,0.0,0.0,0.5,0.5,1.5,5.5,3.6,7.5,5.5,7.5
286,Luke Kennard,ATL,4.0,0.0,15.7,1.5,5.0,0.3,0.8,3.0,0.25,1.0,1.0,1.0,0.3,0.8,1.0,3.5,0.3,0.0,1.0,1.0,4.8,3.6,5.8,8.3,9.3
287,Garrison Mathews,IND,5.0,0.0,12.2,1.0,2.6,0.385,1.0,2.6,0.385,1.8,2.4,0.75,0.2,0.4,0.6,0.6,0.4,0.2,0.4,1.0,4.8,3.6,5.4,5.4,6.0
288,Thomas Bryant,CLE,4.0,0.0,8.3,1.5,3.3,0.462,0.5,1.5,0.333,0.5,0.5,1.0,0.5,1.3,1.8,0.3,0.5,0.3,0.3,0.8,4.0,3.4,5.8,4.3,6.1
289,Gary Harris,MIL,4.0,0.0,17.8,0.5,2.0,0.25,0.3,0.8,0.333,0.8,0.8,1.0,0.5,2.5,3.0,2.3,1.0,0.0,0.8,0.8,2.0,3.4,5.0,4.3,7.3
290,John Konchar,MEM,4.0,0.0,11.1,1.0,2.3,0.444,0.3,1.3,0.2,0.0,0.0,,0.3,2.0,2.3,1.0,0.8,0.5,0.0,0.8,2.3,3.4,4.6,3.3,5.6
291,Baylor Scheierman,BOS,4.0,0.0,17.2,2.3,4.0,0.563,1.3,3.0,0.417,0.0,0.0,,0.5,1.0,1.5,0.8,0.3,0.3,1.0,2.8,5.8,3.4,7.3,6.6,8.1
292,Kobe Brown,LAC,5.0,0.0,15.0,1.8,4.4,0.409,0.6,2.8,0.214,0.0,0.0,,0.4,1.2,1.6,1.4,0.6,0.4,0.6,1.0,4.2,3.3,5.8,5.6,7.2
293,Justin Edwards,PHI,4.0,2.0,20.2,2.3,6.0,0.375,0.8,2.8,0.273,0.8,1.0,0.75,0.5,1.3,1.8,1.5,1.5,0.5,2.0,2.3,6.0,3.3,7.8,7.5,9.3
294,Kyshawn George,WAS,2.0,2.0,28.7,2.5,8.5,0.294,2.0,4.5,0.444,0.0,0.0,,0.0,3.0,3.0,4.5,0.5,0.5,2.5,3.0,7.0,3.3,10.0,11.5,14.5
295,Chris Livingston,CLE,2.0,0.0,7.5,1.5,2.5,0.6,0.0,1.0,0.0,0.5,0.5,1.0,0.0,1.5,1.5,0.5,0.5,0.0,0.0,1.0,3.5,3.3,5.0,4.0,5.5
296,Day'Ron Sharpe,BRK,5.0,0.0,17.3,1.8,4.0,0.45,0.4,1.0,0.4,1.2,3.2,0.375,1.4,4.0,5.4,1.4,0.2,0.2,1.6,2.2,5.2,3.3,10.6,6.6,12.0
297,Daniss Jenkins,DET,5.0,1.0,13.0,1.2,4.8,0.25,0.2,2.2,0.091,1.4,2.0,0.7,0.8,1.6,2.4,3.0,0.4,0.2,1.0,1.0,4.0,3.2,6.4,7.0,9.4
298,Jeremiah Robinson-Earl,IND,5.0,0.0,16.1,1.6,4.4,0.364,0.8,2.6,0.308,0.6,0.6,1.0,0.8,3.4,4.2,0.8,0.2,0.2,0.6,2.0,4.6,3.2,8.8,5.4,9.6
299,Luke Travers,CLE,3.0,0.0,11.6,1.0,4.0,0.25,0.3,2.3,0.143,1.0,1.0,1.0,0.7,1.7,2.3,1.0,1.0,0.0,0.0,1.0,3.3,3.2,5.6,4.3,6.6
300,Drew Eubanks,SAC,4.0,4.0,13.8,1.5,3.0,0.5,0.0,0.0,,0.0,0.0,,1.8,2.5,4.3,0.8,0.3,0.3,1.0,0.8,3.0,3.1,7.3,3.8,8.1
301,Larry Nance Jr.,CLE,3.0,1.0,13.5,1.0,2.7,0.375,1.0,2.0,0.5,0.0,0.0,,0.7,1.0,1.7,1.0,0.7,0.0,0.0,1.3,3.0,3.1,4.7,4.0,5.7
302,Ben Sheppard,IND,5.0,3.0,23.9,1.6,4.2,0.381,1.4,3.4,0.412,0.0,0.0,,0.2,2.4,2.6,1.8,0.2,0.0,1.0,1.2,4.6,3.1,7.2,6.4,9.0
303,Nicolas Batum,LAC,5.0,0.0,23.7,1.2,2.8,0.429,1.2,2.8,0.429,0.4,0.6,0.667,0.6,1.4,2.0,0.2,1.0,0.4,0.8,2.2,4.0,3.0,6.0,4.2,6.2
304,Jordan Clarkson,NYK,4.0,0.0,19.4,4.3,11.3,0.378,0.8,5.5,0.136,0.5,0.5,1.0,1.0,0.8,1.8,1.5,0.3,0.3,1.8,3.0,9.8,3.0,11.6,11.3,13.1
305,Jabari Walker,PHI,3.0,0.0,12.5,2.0,3.3,0.6,0.3,1.0,0.333,0.0,0.0,,0.7,1.7,2.3,1.0,0.0,0.3,0.7,2.7,4.3,3.0,6.6,5.3,7.6
306,Thanasis Antetokounmpo,MIL,2.0,0.0,3.1,1.0,1.0,1.0,0.0,0.0,,0.5,0.5,1.0,0.5,0.0,0.5,0.0,0.5,0.0,0.0,0.5,2.5,2.9,3.0,2.5,3.0
307,Liam McNeeley,CHO,5.0,0.0,13.0,1.6,3.4,0.471,1.0,2.4,0.417,0.6,0.8,0.75,0.2,1.4,1.6,0.2,0.2,0.0,0.4,1.4,4.8,2.9,6.4,5.0,6.6
308,Jalen Wilson,BRK,4.0,0.0,13.8,1.8,5.0,0.35,0.5,3.0,0.167,1.3,1.5,0.833,0.0,1.3,1.3,1.0,0.3,0.0,0.5,0.8,5.3,2.9,6.6,6.3,7.6
309,Chris Paul,LAC,5.0,0.0,13.4,1.6,3.6,0.444,0.6,1.0,0.6,0.0,0.0,,0.0,1.2,1.2,2.4,0.2,0.0,0.8,1.4,3.8,2.8,5.0,6.2,7.4
310,Shaedon Sharpe,POR,2.0,0.0,21.6,3.5,7.5,0.467,0.5,3.0,0.167,1.5,3.0,0.5,0.0,3.0,3.0,1.5,0.5,0.5,3.0,4.0,9.0,2.8,12.0,10.5,13.5
311,Jericho Sims,MIL,4.0,1.0,17.3,1.3,1.8,0.714,0.0,0.0,,0.3,0.5,0.5,2.3,2.3,4.5,1.0,0.3,0.0,1.0,3.3,2.8,2.8,7.3,3.8,8.3
312,Taylor Hendricks,UTA,1.0,0.0,0.6,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.7,3.0,3.0,3.0
313,Jaden Ivey,DET,5.0,0.0,13.0,2.0,6.0,0.333,0.8,2.6,0.308,1.4,1.4,1.0,0.4,1.4,1.8,0.6,0.2,0.0,1.0,1.0,6.2,2.7,8.0,6.8,8.6
314,Caleb Love,POR,4.0,0.0,20.9,3.0,10.5,0.286,1.5,6.5,0.231,1.0,1.5,0.667,0.5,1.5,2.0,2.0,0.5,0.0,1.3,2.3,8.5,2.7,10.5,10.5,12.5
315,Kelly Olynyk,SAS,4.0,0.0,13.0,1.5,3.3,0.462,0.5,2.0,0.25,1.5,1.8,0.857,1.0,1.8,2.8,0.8,0.3,0.0,1.5,2.5,5.0,2.7,7.8,5.8,8.6
316,Nick Smith Jr.,LAL,1.0,0.0,5.7,1.0,2.0,0.5,1.0,2.0,0.5,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.7,3.0,4.0,4.0
317,Jake LaRavia,LAL,5.0,0.0,17.1,1.8,5.0,0.36,0.6,2.0,0.3,0.0,0.0,,0.6,1.6,2.2,1.0,0.2,0.4,0.6,0.8,4.2,2.6,6.4,5.2,7.4
318,Josh Okogie,HOU,4.0,2.0,20.4,1.8,5.8,0.304,0.5,2.3,0.222,0.8,1.8,0.429,2.0,1.8,3.8,0.5,1.3,0.3,1.3,2.3,4.8,2.6,8.6,5.3,9.1
319,Kenrich Williams,OKC,3.0,0.0,11.1,1.3,2.7,0.5,1.0,1.3,0.75,0.0,0.0,,0.0,2.7,2.7,0.7,0.0,0.0,0.3,1.7,3.7,2.6,6.4,4.4,7.1
320,Tony Bradley,IND,3.0,0.0,7.0,1.7,2.7,0.625,0.0,0.0,,0.3,0.7,0.5,1.0,0.0,1.0,0.3,0.0,0.0,0.3,1.0,3.7,2.5,4.7,4.0,5.0
321,Jevon Carter,CHI,4.0,0.0,11.0,1.5,3.3,0.462,1.0,2.5,0.4,0.0,0.0,,0.0,0.5,0.5,1.3,0.5,0.0,0.8,1.5,4.0,2.5,4.5,5.3,5.8
322,Guerschon Yabusele,NYK,4.0,0.0,9.9,1.3,2.8,0.455,0.8,1.8,0.429,0.0,0.0,,0.0,2.3,2.3,1.0,0.0,0.3,0.5,1.0,3.3,2.5,5.6,4.3,6.6
323,Kobe Sanders,LAC,5.0,0.0,18.7,1.6,4.6,0.348,0.4,2.0,0.2,1.2,1.2,1.0,0.2,1.4,1.6,1.4,0.4,0.0,1.0,1.8,4.8,2.4,6.4,6.2,7.8
324,Sidy Cissoko,POR,4.0,4.0,23.6,1.5,5.0,0.3,0.8,3.5,0.214,0.8,1.0,0.75,0.3,1.5,1.8,2.0,0.3,0.3,1.0,1.8,4.5,2.3,6.3,6.5,8.3
325,Gradey Dick,TOR,5.0,0.0,14.5,1.2,4.6,0.261,0.6,2.6,0.231,0.8,0.8,1.0,0.4,1.4,1.8,1.0,0.6,0.2,0.4,1.6,3.8,2.2,5.6,4.8,6.6
326,Jamison Battle,TOR,3.0,1.0,8.9,1.0,2.0,0.5,0.0,0.7,0.0,1.0,1.0,1.0,0.0,1.3,1.3,0.0,0.0,0.0,0.3,0.0,3.0,2.1,4.3,3.0,4.3
327,Isaiah Livers,PHO,3.0,0.0,16.9,0.7,3.3,0.2,0.3,2.3,0.143,0.0,0.0,,1.3,2.3,3.7,0.3,1.7,0.7,1.0,1.3,1.7,2.1,5.4,2.0,5.7
328,Zeke Nnaji,DEN,4.0,0.0,10.5,1.3,2.0,0.625,0.5,1.3,0.4,0.3,0.5,0.5,0.8,1.8,2.5,0.0,0.0,0.5,1.0,1.5,3.3,2.1,5.8,3.3,5.8
329,Rayan Rupert,POR,4.0,0.0,11.8,1.5,3.5,0.429,0.8,1.5,0.5,0.0,0.0,,0.0,3.0,3.0,0.5,0.5,0.3,1.3,1.3,3.8,2.1,6.8,4.3,7.3
330,Gabe Vincent,LAL,5.0,1.0,21.3,1.2,3.4,0.353,1.2,2.8,0.429,0.0,0.0,,0.4,0.6,1.0,1.4,0.4,0.0,0.6,2.0,3.6,2.1,4.6,5.0,6.0
331,Jonathan Mogbo,TOR,1.0,0.0,4.1,1.0,3.0,0.333,0.0,0.0,,0.0,0.0,,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,3.0,5.0
332,Gui Santos,GSW,2.0,0.0,7.4,1.5,3.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,0.0,0.5,0.5,1.5,0.0,0.0,2.0,0.5,4.5,2.0,5.0,6.0,6.5
333,Drew Timme,LAL,1.0,0.0,1.2,1.0,2.0,0.5,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0
334,Ochai Agbaji,TOR,5.0,0.0,12.6,1.8,4.2,0.429,0.0,0.8,0.0,0.0,0.0,,0.6,1.0,1.6,0.8,0.2,0.2,0.4,1.8,3.6,1.9,5.2,4.4,6.0
335,Jeremy Sochan,SAS,4.0,0.0,14.1,1.8,4.5,0.389,0.0,1.0,0.0,0.3,0.5,0.5,1.8,0.8,2.5,0.8,0.3,0.0,0.5,2.5,3.8,1.9,6.3,4.6,7.1
336,Hugo González,BOS,3.0,0.0,7.7,0.3,1.0,0.333,0.3,1.0,0.333,0.7,1.3,0.5,0.0,1.0,1.0,1.0,0.7,0.0,0.0,1.7,1.7,1.8,2.7,2.7,3.7
337,Javonte Cooke,POR,1.0,0.0,13.1,1.0,3.0,0.333,1.0,2.0,0.5,0.0,0.0,,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,3.0,1.7,3.0,5.0,5.0
338,Keon Ellis,SAC,4.0,0.0,10.5,0.5,1.8,0.286,0.5,1.5,0.333,0.5,1.5,0.333,0.0,0.5,0.5,0.5,0.8,0.8,0.5,0.5,2.0,1.7,2.5,2.5,3.0
339,Duop Reath,POR,4.0,0.0,6.6,1.0,2.5,0.4,0.3,1.5,0.167,0.0,0.0,,0.3,0.8,1.0,0.0,0.8,0.0,0.3,0.3,2.3,1.7,3.3,2.3,3.3
340,Pat Spencer,GSW,3.0,0.0,11.6,1.0,2.0,0.5,0.0,0.7,0.0,0.3,0.7,0.5,0.3,1.0,1.3,1.0,0.0,0.0,0.3,1.0,2.3,1.7,3.6,3.3,4.6
341,Nique Clifford,SAC,4.0,0.0,9.8,0.5,1.0,0.5,0.3,0.5,0.5,0.8,1.0,0.75,0.8,1.8,2.5,0.5,0.0,0.0,0.5,1.8,2.0,1.6,4.5,2.5,5.0
342,E.J. Liddell,BRK,2.0,0.0,3.7,0.5,0.5,1.0,0.0,0.0,,0.0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.6,2.0,1.0,2.0
343,Amari Williams,BOS,2.0,0.0,10.8,0.0,0.0,,0.0,0.0,,0.5,1.0,0.5,0.5,2.0,2.5,0.0,0.0,1.0,0.0,1.0,0.5,1.6,3.0,0.5,3.0
344,Rob Dillingham,MIN,4.0,0.0,8.7,0.8,3.3,0.231,0.5,0.8,0.667,0.3,0.5,0.5,0.0,0.8,0.8,1.8,0.8,0.0,0.5,1.0,2.3,1.5,3.1,4.1,4.9
345,Jonathan Isaac,ORL,3.0,0.0,8.6,0.7,1.7,0.4,0.0,0.3,0.0,0.3,1.3,0.25,0.7,1.3,2.0,0.0,0.0,1.0,0.3,0.3,1.7,1.5,3.7,1.7,3.7
346,Maxi Kleber,LAL,5.0,0.0,10.9,0.8,2.0,0.4,0.2,1.0,0.2,0.4,0.4,1.0,0.8,1.2,2.0,0.4,0.2,0.2,0.4,2.0,2.2,1.5,4.2,2.6,4.6
347,Nick Richards,PHO,5.0,1.0,8.7,1.0,2.4,0.417,0.0,0.0,,0.2,0.6,0.333,1.2,2.2,3.4,0.2,0.0,0.6,0.8,1.2,2.2,1.5,5.6,2.4,5.8
348,Lindy Waters III,SAS,3.0,0.0,8.2,0.7,1.7,0.4,0.3,1.3,0.25,0.0,0.0,,0.3,0.3,0.7,0.7,0.3,0.0,0.0,1.0,1.7,1.5,2.4,2.4,3.1
349,Andre Jackson Jr.,MIL,2.0,0.0,6.1,1.0,3.0,0.333,0.5,2.0,0.25,0.0,0.0,,0.0,0.5,0.5,1.5,0.0,0.0,0.0,1.5,2.5,1.4,3.0,4.0,4.5
350,Yanic Konan Niederhauser,LAC,3.0,0.0,5.9,1.0,1.7,0.6,0.0,0.0,,0.0,0.7,0.0,0.3,1.0,1.3,0.0,0.0,0.3,0.3,0.0,2.0,1.4,3.3,2.0,3.3
351,Kyle Lowry,PHI,1.0,0.0,11.2,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.4,0,2.0,2.0
352,Tyson Etienne,BRK,2.0,0.0,3.7,1.0,2.0,0.5,1.0,1.5,0.667,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,3.0,1.3,3.0,3.0,3.0
353,Tre Mann,CHO,4.0,0.0,15.7,2.3,6.5,0.346,1.3,4.3,0.294,0.0,0.0,,0.5,1.0,1.5,1.3,0.0,0.0,1.8,1.5,5.8,1.3,7.3,7.1,8.6
354,Will Riley,WAS,2.0,0.0,6.3,1.0,3.0,0.333,0.0,1.0,0.0,0.0,0.0,,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.3,4.0,2.0,4.0
355,Ethan Thompson,IND,1.0,0.0,7.0,1.0,2.0,0.5,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1.3,2.0,3.0,3.0
356,Johni Broome,PHI,3.0,0.0,8.5,0.7,3.0,0.222,0.0,0.3,0.0,0.7,0.7,1.0,1.0,1.3,2.3,0.7,0.7,0.0,0.7,1.3,2.0,1.2,4.3,2.7,5.0
357,Luka Garza,BOS,2.0,1.0,8.2,0.5,1.0,0.5,0.5,1.0,0.5,0.0,0.0,,0.0,0.5,0.5,0.5,0.0,0.0,0.0,1.0,1.5,1.1,2.0,2.0,2.5
358,Mohamed Diawara,NYK,3.0,0.0,3.5,0.3,0.7,0.5,0.3,0.7,0.5,0.0,0.0,,0.3,0.7,1.0,0.7,0.0,0.0,0.3,0.7,1.0,1.0,2.0,1.7,2.7
359,Jacob Toppin,ATL,1.0,0.0,6.7,1.0,2.0,0.5,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0
360,Moussa Cisse,DAL,2.0,0.0,9.4,0.5,1.0,0.5,0.0,0.0,,1.0,1.0,1.0,0.0,1.5,1.5,0.0,0.0,0.0,0.5,1.5,2.0,0.9,3.5,2.0,3.5
361,Rasheer Fleming,PHO,3.0,0.0,4.6,0.7,1.0,0.667,0.3,0.7,0.5,0.0,0.0,,0.0,0.3,0.3,0.0,0.0,0.0,0.0,1.0,1.7,0.9,2.0,1.7,2.0
362,Javonte Green,DET,5.0,0.0,9.1,0.6,1.6,0.375,0.2,0.6,0.333,0.0,0.0,,0.4,0.6,1.0,0.0,0.4,0.6,0.6,0.8,1.4,0.9,2.4,1.4,2.4
363,Mark Sears,MIL,1.0,0.0,3.3,1.0,3.0,0.333,1.0,2.0,0.5,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.9,3.0,3.0,3.0
