rank,player,team,games,games_started,mpg,fg,fga,fg_pct,fg3,fg3a,fg3_pct,ft,fta,ft_pct,orb,drb,reb,ast,stl,blk,tov,pf,pts,game_score,pr,pa,pra
242,Max Christie,DAL,4.0,4.0,27.3,3.0,7.5,0.4,2.3,6.0,0.375,0.5,0.5,1.0,0.3,1.5,1.8,1.3,0.0,0.0,0.8,0.8,8.8,5.2,10.6,10.1,11.9
243,Walter Clayton,UTA,3.0,0.0,15.9,2.0,5.0,0.4,0.3,2.0,0.167,1.0,1.0,1.0,0.0,2.7,2.7,4.0,1.0,0.0,1.3,1.7,5.3,5.2,8.0,9.3,12.0
244,Caris LeVert,DET,4.0,0.0,23.8,2.8,8.5,0.324,1.8,4.5,0.389,1.5,2.5,0.6,0.5,1.5,2.0,2.0,0.8,0.5,1.0,1.5,8.8,5.2,10.8,10.8,12.8
245,Garrison Mathews,IND,5.0,0.0,15.0,1.6,3.4,0.471,1.2,3.0,0.4,2.2,2.8,0.786,0.2,0.2,0.4,0.6,0.4,0.2,0.2,1.0,6.6,5.2,7.0,7.2,7.6
246,Jordan Miller,LAC,1.0,0.0,5.5,1.0,3.0,0.333,0.0,1.0,0.0,4.0,4.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,6.0,5.2,7.0,6.0,7.0
247,Dwight Powell,DAL,4.0,1.0,14.0,1.3,1.5,0.833,0.0,0.0,,0.8,1.3,0.6,0.3,2.0,2.3,1.8,1.5,0.5,0.3,2.3,3.3,5.2,5.6,5.1,7.4
248,Terrence Shannon Jr.,MIN,4.0,0.0,13.6,2.5,4.3,0.588,1.3,2.8,0.455,2.3,3.0,0.75,0.0,0.5,0.5,0.8,0.0,0.0,1.0,1.8,8.5,5.2,9.0,9.3,9.8
249,Ja'Kobe Walter,TOR,4.0,3.0,24.7,2.5,6.3,0.4,1.5,3.8,0.4,0.5,0.5,1.0,1.3,3.0,4.3,0.8,0.8,0.5,0.8,2.8,7.0,5.2,11.3,7.8,12.1
250,Luguentz Dort,OKC,3.0,3.0,29.9,3.0,7.7,0.391,1.3,5.3,0.25,0.0,0.0,,0.3,2.7,3.0,1.0,1.7,1.0,0.7,3.7,7.3,5.1,10.3,8.3,11.3
251,Yves Missi,NOP,3.0,1.0,24.5,2.7,5.7,0.471,0.0,0.0,,0.3,0.7,0.5,3.3,4.0,7.3,1.3,0.0,1.0,1.7,2.7,5.7,5.1,13.0,7.0,14.3
252,Kobe Sanders,LAC,5.0,0.0,18.5,2.2,5.0,0.44,0.6,2.0,0.3,2.2,2.2,1.0,0.4,1.6,2.0,2.0,0.4,0.0,1.2,2.0,7.2,5.1,9.2,9.2,11.2
253,Bilal Coulibaly,WAS,4.0,4.0,30.6,2.5,7.3,0.345,0.8,3.8,0.2,1.5,2.3,0.667,0.3,4.0,4.3,2.5,1.8,1.0,2.3,3.0,7.3,5.0,11.6,9.8,14.1
254,Stephen Curry,GSW,1.0,1.0,32.8,4.0,13.0,0.308,2.0,9.0,0.222,4.0,4.0,1.0,1.0,5.0,6.0,5.0,0.0,2.0,7.0,4.0,14.0,5.0,20.0,19.0,25.0
255,Kyshawn George,WAS,3.0,3.0,30.3,2.7,9.3,0.286,2.0,4.7,0.429,1.0,1.3,0.75,0.3,4.3,4.7,4.7,0.3,0.7,2.0,3.3,8.3,5.0,13.0,13.0,17.7
256,Luke Kennard,ATL,5.0,0.0,16.7,2.0,5.0,0.4,1.2,3.2,0.375,0.8,0.8,1.0,0.4,1.4,1.8,3.2,0.2,0.0,1.0,1.0,6.0,5.0,7.8,9.2,11.0
257,Will Riley,WAS,3.0,0.0,12.9,2.3,4.0,0.583,0.7,1.3,0.5,0.3,0.7,0.5,1.3,1.3,2.7,0.3,0.3,0.0,0.3,0.7,5.7,5.0,8.4,6.0,8.7
258,Aaron Holiday,HOU,4.0,0.0,24.8,3.3,10.3,0.317,2.5,7.5,0.333,1.5,2.0,0.75,0.5,1.5,2.0,2.0,0.3,0.0,1.0,2.5,10.5,4.9,12.5,12.5,14.5
259,Tyus Jones,ORL,4.0,0.0,15.0,1.3,2.8,0.455,0.8,2.0,0.375,0.5,0.5,1.0,0.0,0.5,0.5,3.0,1.0,0.0,0.3,1.0,3.8,4.9,4.3,6.8,7.3
260,Pelle Larsson,MIA,4.0,1.0,19.1,1.8,5.5,0.318,1.0,3.3,0.308,1.5,1.8,0.857,0.5,0.8,1.3,2.5,0.5,0.3,0.5,1.0,6.0,4.9,7.3,8.5,9.8
261,Mike Conley,MIN,4.0,0.0,15.1,1.5,3.8,0.4,0.8,2.5,0.3,0.8,0.8,1.0,0.5,1.0,1.5,2.3,0.3,0.0,0.0,0.5,4.5,4.8,6.0,6.8,8.3
262,Simone Fontecchio,MIA,3.0,0.0,16.1,1.7,5.7,0.294,1.0,4.7,0.214,1.3,1.7,0.8,0.0,3.0,3.0,2.0,0.3,0.3,0.3,0.0,5.7,4.8,8.7,7.7,10.7
263,Kevin Huerter,CHI,3.0,3.0,20.8,3.3,8.3,0.4,1.3,4.7,0.286,0.7,0.7,1.0,0.0,1.7,1.7,1.7,0.3,0.0,0.7,1.7,8.7,4.8,10.4,10.4,12.1
264,Cam Whitmore,WAS,4.0,0.0,15.2,3.3,8.0,0.406,0.3,2.5,0.1,0.5,1.0,0.5,1.8,1.5,3.3,0.3,0.5,0.8,0.5,0.8,7.3,4.8,10.6,7.6,10.9
265,Tony Bradley,IND,3.0,0.0,9.4,2.0,3.3,0.6,0.0,0.0,,2.0,2.7,0.75,1.3,0.7,2.0,0.3,0.0,0.3,0.7,1.0,6.0,4.7,8.0,6.3,8.3
266,Jonathan Kuminga,GSW,2.0,0.0,17.3,3.5,9.0,0.389,1.5,4.0,0.375,0.5,1.0,0.5,2.0,2.0,4.0,1.5,0.0,0.5,2.0,1.5,9.0,4.7,13.0,10.5,14.5
267,Moses Moody,GSW,3.0,3.0,23.9,2.3,8.3,0.28,1.3,5.7,0.235,1.7,1.7,1.0,2.0,2.0,4.0,0.7,0.7,0.7,1.0,1.7,7.7,4.7,11.7,8.4,12.4
268,Jalen Wilson,BRK,2.0,0.0,13.2,2.0,6.0,0.333,0.5,3.5,0.143,2.0,2.5,0.8,0.0,1.5,1.5,1.5,0.5,0.0,0.0,0.5,6.5,4.7,8.0,8.0,9.5
269,Drake Powell,BRK,4.0,0.0,19.7,1.8,4.0,0.438,0.8,2.3,0.333,1.3,1.3,1.0,0.0,1.3,1.3,2.0,0.8,0.3,1.0,1.3,5.5,4.6,6.8,7.5,8.8
270,Dalton Knecht,LAL,3.0,0.0,11.4,2.0,3.7,0.545,1.3,2.7,0.5,0.3,0.7,0.5,0.0,1.7,1.7,1.0,0.0,0.3,0.0,1.7,5.7,4.5,7.4,6.7,8.4
271,Day'Ron Sharpe,BRK,4.0,0.0,15.1,1.5,4.3,0.353,0.5,1.0,0.5,1.8,3.3,0.538,1.3,3.8,5.0,1.5,0.5,0.8,1.3,1.5,5.3,4.5,10.3,6.8,11.8
272,Bub Carrington,WAS,4.0,0.0,23.8,2.8,8.0,0.344,1.8,5.0,0.35,0.5,0.5,1.0,0.5,2.5,3.0,4.3,0.0,0.0,2.5,1.0,7.8,4.4,10.8,12.1,15.1
273,Gary Trent Jr.,MIL,5.0,2.0,27.5,2.6,7.6,0.342,2.2,6.6,0.333,0.6,0.6,1.0,0.2,0.8,1.0,1.2,0.4,0.2,0.8,0.8,8.0,4.4,9.0,9.2,10.2
274,Kevon Looney,NOP,3.0,0.0,12.5,1.7,2.3,0.714,0.0,0.0,,0.0,0.0,,1.3,2.3,3.7,1.3,0.7,0.0,0.3,2.7,3.3,4.2,7.0,4.6,8.3
275,Craig Porter Jr.,CLE,3.0,0.0,14.5,1.3,3.0,0.444,0.0,0.7,0.0,0.0,0.0,,1.7,1.3,3.0,2.3,0.7,1.0,0.7,2.0,2.7,4.2,5.7,5.0,8.0
276,Ziaire Williams,BRK,4.0,2.0,23.4,3.0,7.8,0.387,1.8,5.5,0.318,0.0,0.0,,1.3,2.8,4.0,1.3,0.5,0.3,2.0,1.5,7.8,4.2,11.8,9.1,13.1
277,Liam McNeeley,CHO,5.0,0.0,14.1,1.8,3.8,0.474,1.0,2.2,0.455,1.0,1.2,0.833,0.4,1.4,1.8,0.4,0.2,0.2,0.2,1.4,5.6,4.1,7.4,6.0,7.8
278,Antonio Reeves,CHO,2.0,0.0,12.5,2.0,3.5,0.571,1.0,2.0,0.5,0.0,0.0,,0.0,1.0,1.0,0.5,0.5,0.0,0.0,1.0,5.0,4.1,6.0,5.5,6.5
279,Tyson Etienne,BRK,1.0,0.0,4.9,2.0,2.0,1.0,2.0,2.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,4.0,6.0,6.0,6.0
280,Jett Howard,ORL,2.0,0.0,10.9,2.5,5.5,0.455,0.5,2.5,0.2,1.0,1.0,1.0,0.5,1.0,1.5,0.5,0.0,0.0,0.5,0.5,6.5,4.0,8.0,7.0,8.5
281,Kobe Brown,LAC,5.0,0.0,16.9,1.8,4.4,0.409,0.4,2.4,0.167,0.2,0.4,0.5,0.8,1.8,2.6,1.4,0.8,0.4,0.6,1.2,4.2,3.8,6.8,5.6,8.2
282,Buddy Hield,GSW,3.0,0.0,20.1,2.3,9.3,0.25,1.3,6.3,0.211,1.0,1.0,1.0,1.0,1.7,2.7,1.3,1.0,0.0,0.3,1.0,7.0,3.8,9.7,8.3,11.0
283,Lonzo Ball,CLE,2.0,0.0,20.3,1.0,6.5,0.154,1.0,6.0,0.167,0.0,0.0,,1.5,4.5,6.0,3.0,1.0,0.0,0.5,0.5,3.0,3.7,9.0,6.0,12.0
284,Kentavious Caldwell-Pope,MEM,4.0,0.0,17.9,2.3,6.0,0.375,1.5,3.8,0.4,0.8,0.8,1.0,0.8,2.0,2.8,2.0,0.3,0.3,2.5,0.5,6.8,3.7,9.6,8.8,11.6
285,Jeremy Sochan,SAS,5.0,0.0,14.7,2.2,5.2,0.423,0.0,0.8,0.0,0.2,0.6,0.333,2.0,1.6,3.6,0.8,0.8,0.0,0.4,2.0,4.6,3.7,8.2,5.4,9.0
286,Julian Phillips,CHI,3.0,1.0,17.0,2.0,4.3,0.462,0.7,2.3,0.286,0.3,0.7,0.5,1.0,0.3,1.3,0.3,1.0,0.0,0.0,2.7,5.0,3.6,6.3,5.3,6.6
287,Jalen Smith,CHI,1.0,0.0,17.5,3.0,5.0,0.6,0.0,2.0,0.0,0.0,0.0,,1.0,4.0,5.0,0.0,0.0,0.0,2.0,0.0,6.0,3.6,11.0,6.0,11.0
288,Keaton Wallace,ATL,5.0,0.0,14.3,1.0,3.4,0.294,0.8,2.2,0.364,0.4,0.4,1.0,0.0,1.4,1.4,3.4,0.4,0.0,0.4,1.0,3.2,3.6,4.6,6.6,8.0
289,Noah Penda,ORL,3.0,0.0,12.0,1.7,5.0,0.333,0.7,1.3,0.5,1.0,1.3,0.75,2.3,3.0,5.3,0.7,0.0,0.0,1.0,1.3,5.0,3.5,10.3,5.7,11.0
290,Asa Newell,ATL,3.0,0.0,8.6,1.3,2.3,0.571,0.7,1.3,0.5,0.3,0.3,1.0,0.3,0.3,0.7,0.7,0.7,0.0,0.7,0.0,3.7,3.4,4.4,4.4,5.1
291,Jaden Ivey,DET,5.0,0.0,14.5,2.0,6.0,0.333,0.8,3.0,0.267,2.0,2.0,1.0,0.6,1.8,2.4,0.6,0.2,0.2,1.4,1.0,6.8,3.3,9.2,7.4,9.8
292,Dean Wade,CLE,4.0,1.0,20.1,1.3,4.0,0.313,0.8,3.3,0.231,1.0,1.3,0.8,0.8,1.3,2.0,1.3,0.5,0.5,0.3,2.3,4.3,3.3,6.3,5.6,7.6
293,Moussa Cisse,DAL,1.0,0.0,14.4,1.0,2.0,0.5,0.0,0.0,,2.0,2.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,4.0,3.2,6.0,4.0,6.0
294,Gradey Dick,TOR,4.0,0.0,14.8,2.3,5.0,0.45,0.5,2.3,0.222,0.3,0.5,0.5,0.5,2.3,2.8,0.5,0.5,0.3,0.8,1.8,5.3,3.2,8.1,5.8,8.6
295,Justin Edwards,PHI,4.0,1.0,20.3,2.3,6.3,0.36,1.3,3.8,0.333,0.8,1.0,0.75,0.0,1.0,1.0,1.5,1.3,0.0,1.5,2.0,6.5,3.2,7.5,8.0,9.0
296,Emanuel Miller,CHI,3.0,0.0,7.2,1.3,2.7,0.5,0.7,1.3,0.5,0.3,0.7,0.5,0.0,0.3,0.3,0.7,0.7,0.0,0.0,0.7,3.7,3.2,4.0,4.4,4.7
297,Nicolas Batum,LAC,5.0,0.0,22.7,1.2,2.6,0.462,1.2,2.6,0.462,0.4,0.6,0.667,0.4,1.6,2.0,0.4,1.0,0.4,0.8,2.4,4.0,3.1,6.0,4.4,6.4
298,Jordan Clarkson,NYK,5.0,0.0,20.1,3.0,9.4,0.319,0.8,4.4,0.182,0.6,0.6,1.0,0.8,1.2,2.0,1.4,0.4,0.4,0.8,1.8,7.4,3.1,9.4,8.8,10.8
299,Cedric Coward,MEM,4.0,4.0,30.6,4.0,11.0,0.364,0.3,3.8,0.067,1.3,1.8,0.714,0.5,5.3,5.8,1.8,0.0,0.3,2.5,2.3,9.5,3.1,15.3,11.3,17.1
300,Daniel Gafford,DAL,2.0,0.0,15.8,1.0,2.0,0.5,0.0,0.0,,1.5,2.0,0.75,1.5,3.0,4.5,0.0,1.0,0.0,2.0,0.5,3.5,3.1,8.0,3.5,8.0
301,Drew Eubanks,SAC,4.0,4.0,13.0,1.5,3.0,0.5,0.0,0.0,,0.0,0.3,0.0,1.5,2.5,4.0,0.5,0.3,0.5,0.8,1.0,3.0,3.0,7.0,3.5,7.5
302,Gary Harris,MIL,3.0,0.0,17.9,0.7,2.7,0.25,0.3,1.0,0.333,1.0,1.0,1.0,0.3,2.7,3.0,1.7,0.7,0.0,0.7,0.7,2.7,3.0,5.7,4.4,7.4
303,Kenrich Williams,OKC,4.0,0.0,12.7,1.5,2.8,0.545,1.0,1.5,0.667,0.0,0.0,,0.0,2.5,2.5,1.0,0.0,0.0,0.5,1.5,4.0,3.0,6.5,5.0,7.5
304,Malaki Branham,WAS,3.0,0.0,8.7,1.0,2.7,0.375,0.0,1.0,0.0,0.7,1.3,0.5,0.3,1.7,2.0,1.3,0.7,0.3,0.3,0.7,2.7,2.9,4.7,4.0,6.0
305,Tre Mann,CHO,3.0,0.0,15.3,2.7,6.7,0.4,1.3,4.3,0.308,0.0,0.0,,0.7,1.0,1.7,1.3,0.0,0.0,1.3,1.7,6.7,2.8,8.4,8.0,9.7
306,Kelly Olynyk,SAS,4.0,0.0,10.2,1.5,2.8,0.545,0.5,1.8,0.286,0.5,0.5,1.0,0.5,1.5,2.0,0.5,0.3,0.0,0.5,2.0,4.0,2.8,6.0,4.5,6.5
307,Baylor Scheierman,BOS,4.0,0.0,15.5,2.0,3.8,0.533,1.3,2.8,0.455,0.0,0.0,,0.5,0.8,1.3,1.0,0.3,0.0,1.0,3.0,5.3,2.8,6.6,6.3,7.6
308,Branden Carlson,OKC,1.0,0.0,2.6,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.7,3.0,3.0,3.0
309,Sidy Cissoko,POR,4.0,4.0,21.6,1.8,5.0,0.35,0.8,3.3,0.231,1.3,1.3,1.0,0.5,2.0,2.5,1.0,0.0,0.3,0.8,2.8,5.5,2.7,8.0,6.5,9.0
310,Andre Jackson Jr.,MIL,1.0,0.0,4.9,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.7,3.0,3.0,4.0
311,Chris Paul,LAC,4.0,0.0,12.5,1.8,4.3,0.412,0.8,1.3,0.6,0.0,0.0,,0.0,1.3,1.3,1.8,0.3,0.0,0.5,1.5,4.3,2.7,5.6,6.1,7.4
312,Nick Smith Jr.,LAL,1.0,0.0,5.7,1.0,2.0,0.5,1.0,2.0,0.5,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.7,3.0,4.0,4.0
313,Patrick Williams,CHI,4.0,0.0,17.8,2.0,7.3,0.276,1.3,2.8,0.455,0.5,0.5,1.0,0.8,3.3,4.0,0.3,0.8,0.0,1.0,0.5,5.8,2.7,9.8,6.1,10.1
314,Alex Caruso,OKC,2.0,0.0,23.0,1.5,4.0,0.375,0.5,2.0,0.25,1.0,1.0,1.0,0.5,4.0,4.5,1.5,1.0,0.5,2.5,3.0,4.5,2.6,9.0,6.0,10.5
315,Javonte Green,DET,5.0,0.0,10.0,1.0,2.4,0.417,0.6,1.4,0.429,0.2,0.2,1.0,0.4,0.8,1.2,0.4,0.8,0.6,0.6,0.8,2.8,2.6,4.0,3.2,4.4
316,E.J. Liddell,BRK,1.0,0.0,4.9,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.4,3.0,2.0,3.0
317,Jamal Shead,TOR,4.0,0.0,19.8,0.8,6.0,0.125,0.3,3.3,0.077,0.8,0.8,1.0,0.0,1.5,1.5,3.8,2.5,0.0,0.8,2.5,2.5,2.4,4.0,6.3,7.8
318,Anthony Gill,WAS,1.0,0.0,7.9,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,2.3,3.0,2.0,3.0
319,Daniss Jenkins,DET,5.0,2.0,16.3,1.4,6.0,0.233,0.2,2.8,0.071,1.4,2.0,0.7,0.8,1.4,2.2,2.8,0.4,0.0,1.2,1.0,4.4,2.3,6.6,7.2,9.4
320,Luke Travers,CLE,1.0,0.0,8.7,1.0,3.0,0.333,0.0,1.0,0.0,0.0,0.0,,2.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,2.0,2.3,5.0,3.0,6.0
321,Jaylen Clark,MIN,4.0,0.0,11.3,1.0,2.5,0.4,1.0,2.5,0.4,0.5,0.5,1.0,0.0,0.8,0.8,0.0,0.3,0.0,0.3,0.5,3.5,2.2,4.3,3.5,4.3
322,Rasheer Fleming,PHO,2.0,0.0,3.1,1.0,1.0,1.0,0.5,0.5,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2.2,2.5,2.5,2.5
323,Jake LaRavia,LAL,4.0,0.0,18.0,1.8,4.8,0.368,0.5,2.0,0.25,0.0,0.0,,0.8,1.8,2.5,0.8,0.3,0.3,0.8,1.0,4.0,2.2,6.5,4.8,7.3
324,Jonathan Isaac,ORL,3.0,0.0,11.0,1.3,2.7,0.5,0.0,0.3,0.0,0.3,2.0,0.167,1.0,2.3,3.3,0.0,0.0,0.7,0.3,1.0,3.0,2.1,6.3,3.0,6.3
325,Gabe Vincent,LAL,4.0,1.0,21.6,1.3,4.0,0.313,1.3,3.3,0.385,0.0,0.0,,0.5,0.5,1.0,1.8,0.3,0.0,0.5,2.0,3.8,2.1,4.8,5.6,6.6
326,Hugo González,BOS,3.0,0.0,12.1,1.0,3.0,0.333,0.3,2.0,0.167,0.3,0.7,0.5,0.3,2.0,2.3,0.3,1.0,0.0,0.0,2.3,2.7,2.0,5.0,3.0,5.3
327,Jeff Green,HOU,2.0,0.0,4.8,1.5,3.0,0.5,0.5,1.5,0.333,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,2.0,3.5,3.5,3.5
328,Jonathan Mogbo,TOR,1.0,0.0,4.1,1.0,3.0,0.333,0.0,0.0,,0.0,0.0,,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,3.0,5.0
329,Jeremiah Robinson-Earl,IND,5.0,0.0,14.1,1.0,4.0,0.25,0.4,2.4,0.167,0.6,0.6,1.0,1.0,3.6,4.6,0.8,0.2,0.2,0.6,1.6,3.0,2.0,7.6,3.8,8.4
330,Drew Timme,LAL,1.0,0.0,1.2,1.0,2.0,0.5,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0
331,Cole Anthony,MIL,4.0,0.0,7.0,1.0,3.0,0.333,0.0,0.5,0.0,0.8,1.3,0.6,0.5,0.5,1.0,1.5,0.5,0.0,0.8,1.3,2.8,1.7,3.8,4.3,5.3
332,Caleb Houstan,ATL,1.0,0.0,5.3,1.0,2.0,0.5,1.0,2.0,0.5,0.0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,1.7,4.0,3.0,4.0
333,Jamison Battle,TOR,2.0,1.0,12.6,1.5,3.0,0.5,0.0,1.0,0.0,0.0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,0.5,0.0,3.0,1.6,5.0,3.0,5.0
334,Carter Bryant,SAS,5.0,0.0,10.6,0.8,2.2,0.364,0.8,1.8,0.444,0.0,0.0,,0.2,2.0,2.2,0.2,0.4,0.2,0.4,1.6,2.4,1.6,4.6,2.6,4.8
335,Jamal Cain,ORL,1.0,0.0,9.4,0.0,0.0,,0.0,0.0,,1.0,2.0,0.5,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.6,2.0,2.0,3.0
336,Maxi Kleber,LAL,4.0,0.0,10.2,0.8,2.0,0.375,0.3,1.0,0.25,0.5,0.5,1.0,0.5,1.3,1.8,0.5,0.3,0.0,0.3,1.5,2.3,1.6,4.1,2.8,4.6
337,Zeke Nnaji,DEN,4.0,0.0,9.8,1.0,1.5,0.667,0.0,0.5,0.0,0.3,0.5,0.5,0.8,0.8,1.5,0.3,0.3,0.3,0.8,1.3,2.3,1.6,3.8,2.6,4.1
338,Josh Okogie,HOU,4.0,2.0,19.7,1.0,3.8,0.267,0.8,2.3,0.333,0.5,1.0,0.5,1.5,2.3,3.8,0.5,1.0,0.3,1.8,1.8,3.3,1.6,7.1,3.8,7.6
339,Nick Richards,PHO,3.0,0.0,5.6,0.7,1.3,0.5,0.0,0.0,,0.3,0.3,1.0,0.7,0.7,1.3,0.3,0.0,0.7,0.3,1.3,1.7,1.5,3.0,2.0,3.3
340,Guerschon Yabusele,NYK,5.0,0.0,9.1,0.8,2.4,0.333,0.4,1.8,0.222,0.2,0.4,0.5,0.0,2.4,2.4,0.4,0.2,0.2,0.4,0.6,2.2,1.5,4.6,2.6,5.0
341,Yanic Konan Niederhauser,LAC,3.0,0.0,5.6,1.0,1.3,0.75,0.0,0.0,,0.0,0.7,0.0,0.0,1.0,1.0,0.0,0.0,0.3,0.3,0.0,2.0,1.4,3.0,2.0,3.0
342,Kyle Lowry,PHI,1.0,0.0,11.2,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.4,0,2.0,2.0
343,Ochai Agbaji,TOR,4.0,0.0,12.6,1.3,4.0,0.313,0.0,1.0,0.0,0.0,0.0,,0.8,1.3,2.0,1.0,0.5,0.3,0.5,1.8,2.5,1.3,4.5,3.5,5.5
344,Thanasis Antetokounmpo,MIL,1.0,0.0,3.0,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.3,2.0,2.0,2.0
345,JD Davison,HOU,3.0,0.0,5.8,0.7,1.0,0.667,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.7,0.3,0.0,0.3,0.3,1.3,1.2,1.3,2.0,2.0
346,Jevon Carter,CHI,4.0,0.0,10.5,1.0,3.5,0.286,0.3,2.0,0.125,0.5,0.5,1.0,0.3,0.8,1.0,1.3,0.3,0.0,0.8,1.0,2.8,1.1,3.8,4.1,5.1
347,Luka Garza,BOS,2.0,1.0,8.2,0.5,1.0,0.5,0.5,1.0,0.5,0.0,0.0,,0.0,0.5,0.5,0.5,0.0,0.0,0.0,1.0,1.5,1.1,2.0,2.0,2.5
348,Lindy Waters III,SAS,4.0,0.0,7.6,0.8,2.3,0.333,0.3,1.8,0.143,0.0,0.0,,0.5,0.5,1.0,0.5,0.3,0.0,0.0,1.3,1.8,1.1,2.8,2.3,3.3
349,Amir Coffey,MIL,1.0,0.0,3.9,1.0,2.0,0.5,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0
350,Keon Ellis,SAC,4.0,0.0,14.2,0.5,2.8,0.182,0.5,2.5,0.2,0.5,1.5,0.333,0.0,0.5,0.5,0.5,0.8,0.8,0.3,1.0,2.0,1.0,2.5,2.5,3.0
351,Orlando Robinson,ORL,1.0,0.0,6.6,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0,1.0,1.0
352,Jacob Toppin,ATL,1.0,0.0,6.7,1.0,2.0,0.5,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0
353,Larry Nance Jr.,CLE,1.0,0.0,9.9,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,2.0,1.0,3.0,1.0,0.0,0.0,0.0,2.0,0.0,0.9,3.0,1.0,4.0
354,Amari Williams,BOS,3.0,0.0,7.3,0.0,0.0,,0.0,0.0,,0.3,0.7,0.5,0.3,1.3,1.7,0.0,0.0,0.7,0.0,1.0,0.3,0.9,2.0,0.3,2.0
355,Mohamed Diawara,NYK,4.0,0.0,1.8,0.3,0.5,0.5,0.3,0.5,0.5,0.0,0.0,,0.3,0.3,0.5,0.5,0.0,0.0,0.3,0.3,0.8,0.8,1.3,1.3,1.8
356,Rob Dillingham,MIN,4.0,0.0,8.3,0.8,3.3,0.231,0.5,0.8,0.667,0.3,0.5,0.5,0.3,1.0,1.3,1.5,0.0,0.0,0.5,1.0,2.3,0.8,3.6,3.8,5.1
357,Tosan Evbuomwan,NYK,1.0,0.0,2.2,0.0,0.0,,0.0,0.0,,0.0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,1.0,0,1.0
358,Trentyn Flowers,CHI,1.0,0.0,1.2,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7,0,1.0,1.0
359,Curtis Jones,DEN,2.0,0.0,1.6,0.5,1.5,0.333,0.0,0.5,0.0,0.0,0.0,,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7,2.0,1.0,2.0
360,Caleb Martin,DAL,4.0,0.0,8.3,0.0,2.0,0.0,0.0,0.5,0.0,0.0,0.0,,0.5,2.0,2.5,1.0,1.0,0.3,0.3,1.3,0.0,0.7,2.5,1.0,3.5
361,Hunter Sallis,PHI,2.0,0.0,8.6,1.0,2.0,0.5,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,1.5,0.0,0.5,1.5,0.5,2.0,0.7,2.0,3.5,3.5
362,Ethan Thompson,IND,2.0,0.0,5.1,0.5,1.0,0.5,0.0,0.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,1.0,0.7,1.0,1.5,1.5
363,Bismack Biyombo,SAS,1.0,0.0,1.7,0.0,0.0,,0.0,0.0,,1.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6,1.0,1.0,1.0
364,KJ Simpson,CHO,1.0,0.0,3.5,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.6,1.0,2.0,2.0
