date,game_time,away_team,home_team,fav,spread,total,team,opp,home_away,position,player,status
2025-12-05,7:00 PM ET,MIA,ORL,ORL,5.5,241.5,MIA,ORL,A,PG,Davion Mitchell,
2025-12-05,7:00 PM ET,MIA,ORL,ORL,5.5,241.5,ORL,MIA,H,PG,Jalen Suggs,
2025-12-05,7:00 PM ET,MIA,ORL,ORL,5.5,241.5,MIA,ORL,A,SG,Tyler Herro,Q
2025-12-05,7:00 PM ET,MIA,ORL,ORL,5.5,241.5,ORL,MIA,H,SG,Desmond Bane,
2025-12-05,7:00 PM ET,MIA,ORL,ORL,5.5,241.5,MIA,ORL,A,SF,Norman Powell,Q
2025-12-05,7:00 PM ET,MIA,ORL,ORL,5.5,241.5,ORL,MIA,H,SF,Franz Wagner,IN
2025-12-05,7:00 PM ET,MIA,ORL,ORL,5.5,241.5,MIA,ORL,A,PF,Andrew Wiggins,IN
2025-12-05,7:00 PM ET,MIA,ORL,ORL,5.5,241.5,ORL,MIA,H,PF,Paolo Banchero,Q
2025-12-05,7:00 PM ET,MIA,ORL,ORL,5.5,241.5,MIA,ORL,A,C,Bam Adebayo,
2025-12-05,7:00 PM ET,MIA,ORL,ORL,5.5,241.5,ORL,MIA,H,C,Wendell Carter Jr.,
2025-12-05,7:00 PM ET,LAL,BOS,BOS,7.0,223.5,LAL,BOS,A,PG,Gabe Vincent,
2025-12-05,7:00 PM ET,LAL,BOS,BOS,7.0,223.5,BOS,LAL,H,PG,Derrick White,
2025-12-05,7:00 PM ET,LAL,BOS,BOS,7.0,223.5,LAL,BOS,A,SG,Austin Reaves,
2025-12-05,7:00 PM ET,LAL,BOS,BOS,7.0,223.5,BOS,LAL,H,SG,Payton Pritchard,
2025-12-05,7:00 PM ET,LAL,BOS,BOS,7.0,223.5,LAL,BOS,A,SF,Rui Hachimura,
2025-12-05,7:00 PM ET,LAL,BOS,BOS,7.0,223.5,BOS,LAL,H,SF,Jaylen Brown,Q
2025-12-05,7:00 PM ET,LAL,BOS,BOS,7.0,223.5,LAL,BOS,A,PF,LeBron James,D
2025-12-05,7:00 PM ET,LAL,BOS,BOS,7.0,223.5,BOS,LAL,H,PF,Jordan Walsh,
2025-12-05,7:00 PM ET,LAL,BOS,BOS,7.0,223.5,LAL,BOS,A,C,Deandre Ayton,
2025-12-05,7:00 PM ET,LAL,BOS,BOS,7.0,223.5,BOS,LAL,H,C,Neemias Queta,
2025-12-05,7:30 PM ET,UTA,NYK,NYK,15.0,241.0,UTA,NYK,A,PG,Keyonte George,
2025-12-05,7:30 PM ET,UTA,NYK,NYK,15.0,241.0,NYK,UTA,H,PG,Jalen Brunson,
2025-12-05,7:30 PM ET,UTA,NYK,NYK,15.0,241.0,UTA,NYK,A,SG,Svi Mykhailiuk,
2025-12-05,7:30 PM ET,UTA,NYK,NYK,15.0,241.0,NYK,UTA,H,SG,Mikal Bridges,
2025-12-05,7:30 PM ET,UTA,NYK,NYK,15.0,241.0,UTA,NYK,A,SF,Ace Bailey,
2025-12-05,7:30 PM ET,UTA,NYK,NYK,15.0,241.0,NYK,UTA,H,SF,Josh Hart,
2025-12-05,7:30 PM ET,UTA,NYK,NYK,15.0,241.0,UTA,NYK,A,PF,Lauri Markkanen,
2025-12-05,7:30 PM ET,UTA,NYK,NYK,15.0,241.0,NYK,UTA,H,PF,.G. Anunoby,OUT
2025-12-05,7:30 PM ET,UTA,NYK,NYK,15.0,241.0,UTA,NYK,A,C,Jusuf Nurkic,Q
2025-12-05,7:30 PM ET,UTA,NYK,NYK,15.0,241.0,NYK,UTA,H,C,Karl-Anthony Towns,
2025-12-05,7:30 PM ET,SAS,CLE,CLE,5.0,238.5,SAS,CLE,A,PG,De'Aaron Fox,
2025-12-05,7:30 PM ET,SAS,CLE,CLE,5.0,238.5,CLE,SAS,H,PG,Lonzo Ball,OUT
2025-12-05,7:30 PM ET,SAS,CLE,CLE,5.0,238.5,SAS,CLE,A,SG,Devin Vassell,
2025-12-05,7:30 PM ET,SAS,CLE,CLE,5.0,238.5,CLE,SAS,H,SG,Donovan Mitchell,
2025-12-05,7:30 PM ET,SAS,CLE,CLE,5.0,238.5,SAS,CLE,A,SF,Julian Champagnie,
2025-12-05,7:30 PM ET,SAS,CLE,CLE,5.0,238.5,CLE,SAS,H,SF,Jaylon Tyson,
2025-12-05,7:30 PM ET,SAS,CLE,CLE,5.0,238.5,SAS,CLE,A,PF,Harrison Barnes,
2025-12-05,7:30 PM ET,SAS,CLE,CLE,5.0,238.5,CLE,SAS,H,PF,De'Andre Hunter,
2025-12-05,7:30 PM ET,SAS,CLE,CLE,5.0,238.5,SAS,CLE,A,C,Luke Kornet,Q
2025-12-05,7:30 PM ET,SAS,CLE,CLE,5.0,238.5,CLE,SAS,H,C,Evan Mobley,
2025-12-05,7:30 PM ET,DEN,ATL,DEN,6.5,237.5,DEN,ATL,A,PG,Jamal Murray,
2025-12-05,7:30 PM ET,DEN,ATL,DEN,6.5,237.5,ATL,DEN,H,PG,Nickeil Alexander-Walker,
2025-12-05,7:30 PM ET,DEN,ATL,DEN,6.5,237.5,DEN,ATL,A,SG,Cam Johnson,
